Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,SessionDuration,TotalPagesViewed,High_Revenue,Engage_2
1,29.0,0,0.0,25,381.3571429,0.0,0.004166667,0.0,0,5,2,2,1,2,0,0,0,410.3571429,26,0,1
2,34.0,0,0.0,18,671.0,0.0,0.010526316,0.0,0,3,3,2,3,11,0,1,0,705.0,20,0,1
3,69.1,0,0.0,24,368.6,0.0,0.008888889,0.0,0,9,2,2,1,2,0,0,0,437.7000000000001,27,0,1
0,0.0,0,0.0,5,116.5,0.0,0.05,0.0,0,5,4,2,1,5,0,0,0,116.5,5,0,1
4,1764.0,1,0.0,3,86.0,0.0,0.033333333,0.0,0,5,3,2,4,5,0,0,0,1850.0,8,0,1
1,19.83333333,0,0.0,17,545.0833333,0.0,0.00625,9.836358025,0,11,3,2,5,2,0,0,1,564.91666663,18,1,1
0,0.0,0,0.0,13,979.0833333,0.0,0.006060606,0.0,0,12,3,2,6,2,0,1,0,979.0833333,13,0,1
4,19.8,0,0.0,2,10.0,0.0125,0.034166667,0.0,0,9,1,1,6,5,0,1,1,29.8,6,0,1
2,75.6,2,68.4,2,44.66666667,0.0,0.033333333,0.0,0,10,2,2,7,2,0,1,0,188.66666667,6,0,1
2,45.2,0,0.0,19,230.2,0.0,0.019047619,0.0,0,7,2,2,2,2,0,0,0,275.4,21,0,1
5,267.5,0,0.0,5,62.5,0.022222222,0.044444444,0.0,0,3,2,2,2,3,0,1,0,330.0,10,0,1
0,0.0,0,0.0,2,58.4,0.0,0.1,0.0,0,10,2,4,1,2,0,0,0,58.4,2,0,1
2,29.0,1,0.0,9,536.0,0.0,0.018181818,37.51854545,0,5,2,2,3,4,0,0,1,565.0,12,1,1
3,195.0,0,0.0,49,1179.014103,0.0,0.001923077,0.0,0,5,2,2,3,2,0,0,0,1374.014103,52,0,1
7,102.5,0,0.0,9,64.75,0.0,0.027272727,0.0,0,11,2,2,5,2,0,0,0,167.25,16,0,1
2,50.5,0,0.0,29,2147.375,0.0,0.006896552,0.0,0,12,2,2,7,2,0,0,0,2197.875,31,0,1
7,146.25,0,0.0,42,1030.266667,0.0,0.008695652,0.0,0,3,2,2,1,2,0,0,0,1176.516667,49,0,1
0,0.0,0,0.0,9,980.5666667,0.0,0.011111111,78.56959864,0,9,2,2,5,2,0,0,1,980.5666667,9,1,1
2,40.0,0,0.0,5,558.5,0.0,0.028571429,0.0,0,3,2,2,7,2,0,1,0,598.5,7,0,1
6,89.8,0,0.0,26,1570.133333,0.0,0.005357143,0.0,0,6,2,2,8,4,0,1,0,1659.933333,32,0,1
4,131.4,0,0.0,4,199.4,0.0,0.025,0.0,0,8,2,6,3,5,0,0,0,330.8,8,0,1
1,123.0,0,0.0,7,181.5,0.0,0.025,64.7325,0,3,2,2,1,2,0,1,1,304.5,8,1,1
8,130.55,4,214.1,18,385.75,0.0,0.013793103,0.0,0,9,2,2,6,4,0,0,0,730.4,30,0,1
1,33.5,0,0.0,18,1169.0,0.0,0.011764706,54.38258659,0,12,2,4,7,2,0,0,1,1202.5,19,1,1
0,0.0,0,0.0,7,323.5,0.0,0.057142857,0.0,0,5,2,2,1,5,0,0,0,323.5,7,0,1
5,43.5,0,0.0,6,110.3333333,0.0,0.02,0.0,0,12,2,2,8,8,0,1,0,153.8333333,11,0,1
6,81.83333333,0,0.0,7,166.5,0.0,0.015384615,0.0,0,11,2,2,3,3,0,0,0,248.33333333,13,0,1
0,0.0,0,0.0,27,910.0,0.007407407,0.011111111,0.0,0,11,4,2,1,3,0,1,0,910.0,27,0,1
4,45.0,0,0.0,21,819.8333333,0.0,0.002898551,0.0,0,5,3,2,1,2,0,0,0,864.8333333,25,0,1
4,146.0,0,0.0,14,879.5,0.0,0.0125,0.0,0,12,2,5,4,2,0,1,0,1025.5,18,0,1
1,77.0,0,0.0,9,312.0,0.0,0.044444444,0.0,0,3,1,1,3,3,0,1,0,389.0,10,0,1
1,35.0,0,0.0,10,89.33333333,0.0,0.02,0.0,0,5,2,2,1,3,0,0,0,124.33333333,11,0,1
0,0.0,0,0.0,20,447.047619,0.01,0.028888889,0.0,0,12,1,2,3,2,0,0,1,447.047619,20,0,1
3,117.5,0,0.0,14,285.4166667,0.0,0.00625,0.0,0,5,3,2,1,2,0,1,0,402.9166667,17,0,1
1,3.0,0,0.0,28,271.125,0.0,0.002564103,0.0,0,5,4,2,1,3,0,0,0,274.125,29,0,1
7,156.9,0,0.0,32,1123.691667,0.002702703,0.011312741,6.588,0,5,3,5,7,2,0,0,1,1280.591667,39,1,1
1,0.0,3,92.5,9,359.1666667,0.0,0.018181818,58.16727273,0,5,1,1,1,5,0,0,1,451.6666667,13,1,1
0,0.0,0,0.0,50,2617.233333,0.0,0.001360544,53.22881633,0,5,4,1,3,2,0,1,1,2617.233333,50,1,1
0,0.0,0,0.0,7,649.5,0.028571429,0.057142857,0.0,0,12,2,2,4,2,0,0,1,649.5,7,0,1
0,0.0,0,0.0,7,512.25,0.0,0.014285714,0.0,0,12,3,2,1,11,0,0,0,512.25,7,0,1
0,0.0,0,0.0,17,1293.083333,0.0,0.013333333,0.0,0,12,2,5,7,2,0,0,0,1293.083333,17,0,1
5,106.0,0,0.0,30,1418.0,0.0,0.010344828,0.0,0,3,2,2,3,2,0,0,0,1524.0,35,0,1
4,699.0,0,0.0,9,261.7,0.0,0.020512821,0.0,0,5,3,2,3,11,0,0,0,960.7,13,0,1
5,74.75,0,0.0,14,512.5,0.0,0.023529412,0.0,0,12,2,7,7,8,0,1,0,587.25,19,0,1
8,340.9333333,0,0.0,26,1076.861905,0.0,0.014942529,11.9331881,0,12,1,1,1,8,0,1,0,1417.7952383,34,1,1
4,97.0,0,0.0,22,739.5833333,0.009090909,0.006060606,0.0,0,5,1,1,6,4,0,1,0,836.5833333,26,0,1
0,0.0,0,0.0,56,2354.958333,0.0,0.018571429,0.0,0,11,2,2,3,2,0,1,0,2354.958333,56,0,1
2,235.0,0,0.0,23,1193.0,0.0,0.008333333,45.6125,0,5,3,2,7,2,0,0,1,1428.0,25,1,1
5,339.0,4,188.0,5,376.0,0.0,0.019047619,0.0,0,12,2,2,9,8,0,0,0,903.0,14,0,1
5,277.8,0,0.0,25,884.5,0.0,0.003571429,7.48051616,0,7,2,10,2,2,0,1,1,1162.3,30,1,1
3,201.15,0,0.0,17,506.1833333,0.0,0.001666667,0.0,0,12,1,8,3,11,0,0,0,707.3333333,20,0,1
2,44.5,0,0.0,7,212.1666667,0.0,0.00625,0.0,0,3,3,2,1,8,0,1,0,256.6666667,9,0,1
5,131.995614,0,0.0,35,1712.833333,0.0,0.000263158,0.0,0,5,2,2,3,3,0,0,0,1844.828947,40,0,1
0,0.0,0,0.0,13,468.1666667,0.0,0.006060606,0.0,0,5,2,2,6,2,0,1,0,468.1666667,13,0,1
0,0.0,2,56.0,9,379.0,0.0,0.03,0.0,0,5,2,2,2,4,0,0,0,435.0,11,0,1
0,0.0,0,0.0,23,348.3833333,0.008695652,0.004347826,0.0,0,11,1,1,3,2,0,0,0,348.3833333,23,0,1
10,138.75,0,0.0,69,2464.294444,0.0,0.000544218,0.0,0,12,2,2,3,2,0,0,0,2603.044444,79,0,1
0,0.0,0,0.0,12,354.0,0.0,0.018181818,0.0,0,5,2,7,1,2,0,1,0,354.0,12,0,1
1,13.0,0,0.0,14,253.8,0.0,0.02,0.0,0,5,2,2,1,3,0,0,0,266.8,15,0,1
3,74.0,0,0.0,14,584.3333333,0.0,0.003703704,0.0,0,5,2,2,3,5,0,0,0,658.3333333,17,0,1
0,0.0,0,0.0,31,828.25,0.012903226,0.030107527,0.0,0,11,2,2,9,2,0,1,0,828.25,31,0,1
0,0.0,0,0.0,6,183.5,0.0,0.033333333,0.0,0,12,2,2,1,2,0,0,0,183.5,6,0,1
2,134.0,0,0.0,15,284.1,0.0,0.011764706,0.0,0,11,2,4,8,2,0,0,0,418.1,17,0,1
0,0.0,0,0.0,23,736.2333333,0.004545455,0.013636364,140.6621366,0,12,1,8,1,11,0,0,1,736.2333333,23,1,1
0,0.0,0,0.0,7,491.5833333,0.0,0.008333333,45.9675105,0,12,3,2,4,2,0,1,1,491.5833333,7,1,1
0,0.0,0,0.0,10,242.5833333,0.0,0.026666667,0.0,0,12,2,2,7,2,0,0,0,242.5833333,10,0,1
9,204.0833333,0,0.0,63,3552.702381,0.0,0.007,19.95572297,0,3,1,2,8,8,0,0,1,3756.7857143,72,1,1
5,224.75,0,0.0,10,235.4166667,0.015384615,0.030769231,0.0,0,12,1,1,8,2,0,0,0,460.1666667,15,0,1
0,0.0,0,0.0,16,865.5833333,0.0,0.002083333,93.77761706,0,12,1,1,1,2,0,1,1,865.5833333,16,1,1
5,152.5,0,0.0,15,291.1666667,0.0,0.02,0.0,0,12,4,1,1,2,0,1,0,443.6666667,20,0,1
8,108.8333333,0,0.0,21,780.5833333,0.008695652,0.017391304,25.03946022,0,11,2,5,1,3,0,0,1,889.4166666000001,29,1,1
0,0.0,0,0.0,13,649.25,0.0,0.015384615,0.0,0,2,2,2,1,5,0,0,0,649.25,13,0,1
1,19.0,0,0.0,8,87.0,0.0,0.014285714,0.0,0,5,2,2,1,3,0,0,0,106.0,9,0,1
1,49.4,0,0.0,4,111.6,0.04,0.04,0.0,0,7,1,8,9,4,0,0,0,161.0,5,0,1
2,82.6,0,0.0,10,352.0,0.0,0.007692308,27.19298393,0,9,2,2,1,2,0,1,1,434.6,12,1,1
7,136.6666667,1,7.0,25,687.5333333,0.013793103,0.014022989,5.078114943,0,5,1,2,3,4,0,0,0,831.2,33,1,1
3,204.4,0,0.0,4,117.0,0.0,0.028571429,0.0,0,11,2,2,6,2,0,0,0,321.4,7,0,1
1,15.0,1,4.0,49,711.3630952,0.0,0.002040816,0.0,0,12,1,1,1,2,0,0,0,730.3630952,51,0,1
3,112.75,0,0.0,15,658.75,0.0,0.011111111,0.0,0,11,3,2,6,2,0,0,0,771.5,18,0,1
1,102.5,0,0.0,5,97.0,0.0,0.011111111,0.0,0,3,3,2,1,9,0,1,0,199.5,6,0,1
1,30.25,0,0.0,13,392.1875,0.0,0.005128205,60.26309658,0,12,1,8,1,20,0,0,1,422.4375,14,1,1
1,112.8,0,0.0,8,543.7333333,0.0,0.011111111,28.69843548,0,10,1,1,6,2,0,1,1,656.5333333,9,1,1
5,69.6,3,53.0,6,92.7,0.0,0.02,0.0,0,7,2,6,1,3,0,1,0,215.3,14,0,1
1,101.0,0,0.0,4,100.5,0.0,0.04,0.0,0,5,3,3,1,3,0,1,0,201.5,5,0,1
5,81.6,0,0.0,16,308.7,0.00952381,0.019047619,0.0,0,9,2,4,2,5,0,0,0,390.3,21,0,1
0,0.0,0,0.0,7,444.0,0.0,0.028571429,59.75418351,0,12,1,1,2,8,0,1,1,444.0,7,1,1
0,0.0,0,0.0,46,2308.261905,0.0,0.000555556,0.0,0,5,2,2,7,2,0,0,0,2308.261905,46,0,1
12,232.3404762,1,19.2,22,504.0285714,0.0,0.003763441,0.0,0,9,1,1,1,3,0,0,0,755.5690476,35,0,1
2,113.5,0,0.0,37,1344.340476,0.0,0.005405405,11.77908986,0,12,2,2,3,2,0,0,1,1457.840476,39,1,1
1,38.2,1,9.0,21,1290.5,0.0,0.0,86.12351528,0,11,2,2,9,2,0,0,1,1337.7,23,1,1
0,0.0,1,55.0,63,1462.45,0.0,0.003225806,22.088,0,5,2,2,1,5,0,0,1,1517.45,64,1,1
6,80.5,1,10.06666667,23,477.7,0.0,0.007142857,0.0,0,7,4,2,7,2,0,1,0,568.26666667,30,0,1
1,4.0,0,0.0,28,877.6666667,0.0,0.003571429,0.0,0,11,2,2,9,2,0,1,0,881.6666667,29,0,1
7,46.2,0,0.0,22,280.0466667,0.00952381,0.012698413,0.0,0,8,2,2,1,3,0,1,0,326.2466667,29,0,1
6,360.9166667,4,114.2,17,806.65,0.01,0.015,0.0,0,6,2,10,3,5,0,1,0,1281.7666667,27,0,1
4,59.4,0,0.0,19,157.2,0.010526316,0.021052632,0.0,0,9,2,5,3,2,0,1,0,216.6,23,0,1
6,93.5,0,0.0,23,251.3333333,0.0,0.013768116,0.0,0,5,2,2,3,3,0,0,0,344.8333333,29,0,1
5,825.0,0,0.0,33,808.1666667,0.0,0.005405405,20.85956757,0,3,2,4,9,10,0,0,1,1633.1666667,38,1,1
2,95.0,0,0.0,10,445.0,0.016666667,0.033333333,0.0,0,12,2,2,4,2,0,1,0,540.0,12,0,1
2,386.0,0,0.0,72,712.2960784,0.0,0.000913242,0.0,0,11,2,2,4,2,0,0,0,1098.2960784000002,74,0,1
2,225.0,0,0.0,6,549.0,0.0,0.014285714,0.0,0,5,3,2,1,4,0,0,0,774.0,8,0,1
2,15.0,0,0.0,26,601.7681818,0.0,0.007407407,0.0,0,5,2,4,1,2,0,0,0,616.7681818,28,0,1
0,0.0,0,0.0,14,267.25,0.0,0.021428571,0.0,0,11,3,2,1,11,0,1,0,267.25,14,0,1
1,202.0,0,0.0,2,8.0,0.0,0.066666667,0.0,0,3,2,2,8,6,0,0,0,210.0,3,0,1
2,47.66666667,0,0.0,5,72.33333333,0.0,0.014285714,0.0,0,3,1,1,8,2,0,0,0,120.0,7,0,1
2,21.0,0,0.0,9,84.1,0.0,0.006060606,0.0,0,10,2,2,3,2,0,0,0,105.1,11,0,1
1,43.4,0,0.0,29,432.0222222,0.0,0.006896552,0.0,0,11,1,1,1,3,0,0,0,475.4222222,30,0,1
3,142.2,0,0.0,24,755.0,0.0,0.007407407,0.0,0,10,2,5,7,2,0,1,0,897.2,27,0,1
1,52.5,0,0.0,162,3608.432937,0.001242236,0.004347826,54.0486956,0,11,2,2,7,2,0,0,1,3660.932937,163,1,1
8,279.28,0,0.0,17,835.4180952,0.0,0.018571429,35.89140755,0,8,3,2,3,2,0,0,1,1114.6980952,25,1,1
4,61.5,0,0.0,40,1115.878205,0.0,0.003216374,0.0,0,5,3,2,1,11,0,0,0,1177.378205,44,0,1
0,0.0,0,0.0,6,114.4166667,0.0,0.016666667,0.0,0,11,3,2,1,6,0,1,0,114.4166667,6,0,1
4,42.2,0,0.0,98,2260.838889,0.004040404,0.007070707,32.9346011,0,11,2,4,1,3,0,0,1,2303.038889,102,1,1
0,0.0,0,0.0,16,1558.25,0.0,0.013244048,0.0,0,11,3,2,3,2,0,1,0,1558.25,16,0,1
7,139.575,0,0.0,30,986.5,0.0,0.011428571,36.39286104,0,12,2,10,1,2,0,0,1,1126.075,37,1,1
1,18.0,0,0.0,29,765.3928571,0.0,0.000892857,0.0,0,11,2,2,8,3,0,0,0,783.3928571,30,0,1
8,171.75,0,0.0,32,486.6666667,0.0,0.005555556,0.0,0,12,4,2,1,2,0,0,0,658.4166667,40,0,1
3,36.2,0,0.0,2,4.0,0.0,0.04,27.79373861,0,10,2,2,6,2,0,1,0,40.2,5,1,1
0,0.0,0,0.0,4,57.0,0.05,0.075,0.0,0,11,1,1,1,8,0,0,0,57.0,4,0,1
3,45.0,0,0.0,10,579.3333333,0.0,0.022222222,0.0,0,5,1,1,2,5,0,0,0,624.3333333,13,0,1
5,60.8,0,0.0,3,20.6,0.0,0.033333333,0.0,0,8,2,5,5,2,0,1,0,81.4,8,0,1
4,47.83333333,0,0.0,69,2499.990079,0.0,0.007608395,0.0,0,11,2,2,8,2,0,0,0,2547.8234123300003,73,0,1
2,115.2,0,0.0,7,211.1,0.0,0.0,0.0,0,7,2,2,2,2,0,1,0,326.3,9,0,1
0,0.0,0,0.0,10,447.1333333,0.0,0.018181818,17.29676376,0,10,2,2,5,2,0,1,1,447.1333333,10,1,1
1,0.0,0,0.0,29,1085.9,0.0,0.007407407,30.54596337,0,11,2,2,1,4,0,0,1,1085.9,30,1,1
6,53.0,0,0.0,40,778.8333333,0.0,0.009469697,8.480846261,0,8,1,1,1,4,0,1,0,831.8333333,46,1,1
1,72.6,0,0.0,44,1256.825,0.0,0.0,0.0,0,11,1,1,4,5,0,0,0,1329.425,45,0,1
11,189.4833333,1,303.2,91,4864.147143,0.0,0.002380952,0.0,0,10,2,2,1,2,0,1,0,5356.8304763,103,0,1
1,33.0,1,27.0,18,630.871912,0.0,0.000292398,0.0,0,5,1,1,3,3,0,0,0,690.871912,20,0,1
0,0.0,0,0.0,3,70.0,0.0,0.066666667,0.0,0,11,1,1,2,2,0,1,0,70.0,3,0,1
0,0.0,0,0.0,8,332.0,0.0,0.028571429,0.0,0,3,3,2,1,8,0,1,0,332.0,8,0,1
5,157.5,0,0.0,15,138.75,0.0125,0.025,0.0,0,11,1,1,1,2,0,0,0,296.25,20,0,1
11,281.3333333,0,0.0,41,1167.95,0.0,0.011347518,7.907379545,0,11,1,1,3,2,0,1,1,1449.2833333,52,1,1
0,0.0,0,0.0,11,350.375,0.018181818,0.011688312,0.0,0,11,3,2,3,2,0,0,0,350.375,11,0,1
3,91.83333333,0,0.0,11,534.0,0.015384615,0.015384615,44.29661538,0,5,1,1,1,2,0,0,1,625.83333333,14,1,1
1,109.8,0,0.0,17,418.8233333,0.0,0.001388889,0.0,0,10,2,4,1,3,0,0,0,528.6233333,18,0,1
2,52.0,1,17.66666667,18,1262.0,0.0,0.00952381,0.0,0,3,2,2,1,2,0,0,0,1331.66666667,21,0,1
0,0.0,0,0.0,8,123.0,0.0,0.014285714,59.988,0,5,2,2,1,2,0,0,1,123.0,8,1,1
4,177.3333333,1,69.6,10,402.6166667,0.0,0.005555556,0.0,0,11,1,1,3,5,0,0,0,649.55,15,0,1
7,356.0,1,37.0,61,683.1738095,0.0,0.006349206,0.0,0,5,2,2,1,3,0,0,0,1076.1738095,69,0,1
4,68.66666667,0,0.0,14,617.15,0.0,0.004444444,9.253161679,0,9,1,1,6,5,0,0,1,685.81666667,18,1,1
0,0.0,0,0.0,7,203.5,0.0,0.033333333,0.0,0,3,1,1,1,9,0,1,0,203.5,7,0,1
6,144.6666667,0,0.0,5,123.6666667,0.033333333,0.013333333,0.0,0,11,1,1,1,8,0,1,0,268.3333334,11,0,1
6,100.1,0,0.0,4,60.4,0.0,0.022222222,0.0,0,9,2,4,7,2,0,0,1,160.5,10,0,1
2,131.0,2,9.0,14,237.75,0.0,0.022222222,0.0,0,12,2,10,4,2,0,0,0,377.75,18,0,1
4,103.8,0,0.0,14,314.2933333,0.0,0.013333333,79.44353446,0,7,2,2,5,2,0,0,1,418.0933333,18,1,1
2,59.0,0,0.0,3,82.0,0.04,0.06,0.0,0,5,1,1,6,3,0,0,0,141.0,5,0,1
5,115.9666667,1,0.0,9,181.3,0.0,0.016666667,0.0,0,12,1,1,1,8,0,0,0,297.26666670000003,15,0,1
2,34.2,0,0.0,5,63.4,0.0,0.028571429,0.0,0,7,4,1,2,2,0,0,0,97.6,7,0,1
8,228.5,0,0.0,5,64.5,0.0,0.028571429,0.0,0,5,1,2,3,5,0,1,0,293.0,13,0,1
9,215.5,1,12.0,12,245.6,0.0,0.0125,0.0,0,10,2,2,4,5,0,0,0,473.1,22,0,1
0,0.0,0,0.0,11,146.5,0.018181818,0.018181818,0.0,0,11,1,1,1,2,0,0,0,146.5,11,0,1
5,263.0,0,0.0,3,212.0,0.0,0.028571429,0.0,0,3,1,1,9,8,0,0,0,475.0,8,0,1
0,0.0,0,0.0,6,604.0,0.0,0.04,0.0,0,11,1,1,2,2,0,0,0,604.0,6,0,1
1,6.0,0,0.0,14,1183.0,0.0,0.004761905,17.5336164,0,11,2,2,6,10,0,1,1,1189.0,15,1,1
4,37.0,0,0.0,9,224.25,0.0,0.015384615,0.0,0,11,2,2,3,2,0,0,0,261.25,13,0,1
0,0.0,0,0.0,6,66.9,0.0,0.02,0.0,0,11,3,2,1,2,0,0,0,66.9,6,0,1
5,190.0,0,0.0,12,307.6666667,0.0,0.013333333,0.0,0,11,2,2,9,8,0,0,0,497.6666667,17,0,1
1,134.0,0,0.0,21,1429.616667,0.0,0.00952381,0.0,0,11,1,1,2,2,0,0,0,1563.616667,22,0,1
4,113.25,0,0.0,91,1746.108683,0.0,0.00428729,0.0,0,11,2,2,8,8,0,0,0,1859.358683,95,0,1
0,0.0,0,0.0,11,257.75,0.0,0.024242424,0.0,0,12,3,2,2,2,0,0,0,257.75,11,0,1
4,88.625,3,170.5833333,5,124.9583333,0.0,0.005555556,0.0,0,11,2,4,7,2,0,0,0,384.1666666,12,0,1
0,0.0,0,0.0,37,918.5416667,0.005405405,0.005315315,0.0,0,11,1,1,1,2,0,1,1,918.5416667,37,0,1
4,88.25,2,546.5,37,2304.5,0.0,0.005,14.54270238,0,11,2,2,9,2,0,0,1,2939.25,43,1,1
2,101.5,0,0.0,16,692.6666667,0.0,0.0125,146.23875,0,5,2,2,5,2,0,0,1,794.1666667,18,1,1
1,61.5,0,0.0,13,949.75,0.0,0.007692308,51.75775772,0,12,1,1,1,2,0,0,1,1011.25,14,1,1
2,75.0,0,0.0,14,851.0,0.0,0.014285714,22.88908649,0,3,1,1,1,2,0,1,1,926.0,16,1,1
1,67.5,0,0.0,12,592.25,0.0,0.018181818,218.8649096,0,12,1,1,5,3,0,0,1,659.75,13,1,1
0,0.0,0,0.0,15,281.7380952,0.0,0.001923077,57.82473775,0,11,2,4,1,2,0,0,1,281.7380952,15,1,1
2,4.0,0,0.0,10,284.0,0.0,0.016666667,33.32834503,0,3,2,5,1,8,0,0,1,288.0,12,1,1
0,0.0,0,0.0,7,220.3333333,0.0,0.01,0.0,0,5,2,2,1,5,0,0,0,220.3333333,7,0,1
0,0.0,6,270.3333333,11,160.5,0.0,0.004761905,0.0,0,3,2,4,1,8,0,0,0,430.8333333,17,0,1
0,0.0,2,594.1333333,39,922.4006061,0.0,0.001709402,154.0955389,0,9,3,2,1,2,0,0,1,1516.5339394,41,1,1
5,112.25,0,0.0,55,1170.711048,0.006779661,0.004699538,0.0,0,11,3,2,1,2,0,1,0,1282.961048,60,0,1
2,21.0,0,0.0,65,2881.133333,0.0,0.002985075,80.68062856,0,3,2,2,4,2,0,0,1,2902.133333,67,1,1
2,23.0,0,0.0,22,335.6666667,0.0,0.011904762,0.0,0,5,2,2,1,2,0,1,0,358.6666667,24,0,1
0,0.0,0,0.0,5,54.5,0.0,0.04,0.0,0,12,2,5,1,2,0,0,0,54.5,5,0,1
7,91.0,0,0.0,23,297.125,0.0,0.012068966,0.0,0,11,2,2,6,2,0,0,0,388.125,30,0,1
2,50.5,1,7.0,27,916.9222222,0.0,0.009677419,0.0,0,11,1,2,1,8,0,1,1,974.4222222,30,0,1
1,74.0,0,0.0,21,744.8333333,0.0,0.01,0.0,0,5,2,2,1,2,0,1,0,818.8333333,22,0,1
3,81.6,0,0.0,9,1346.2,0.0,0.016666667,0.0,0,11,2,2,2,3,0,0,0,1427.8,12,0,1
8,233.25,2,9.0,38,2277.555556,0.0,0.004761905,0.0,0,12,2,4,1,2,0,1,0,2519.805556,48,0,1
16,314.505,0,0.0,37,1048.663333,0.0,0.008695652,87.25396293,0,11,1,1,3,2,0,0,1,1363.168333,53,1,1
3,24.75,0,0.0,2,74.75,0.0,0.022222222,0.0,0,11,2,2,3,2,0,0,1,99.5,5,0,1
6,160.0,0,0.0,55,1707.666667,0.0,0.005357143,24.10206377,0,12,2,2,1,2,0,0,1,1867.666667,61,1,1
0,0.0,0,0.0,7,499.5,0.0,0.033333333,0.0,0,5,2,4,1,5,0,0,0,499.5,7,0,1
4,97.5,0,0.0,5,454.5,0.0,0.00625,0.0,0,12,2,2,7,2,0,0,0,552.0,9,0,1
2,35.2,0,0.0,15,521.8666667,0.0,0.00625,0.0,0,6,2,2,9,2,0,0,0,557.0666667,17,0,1
4,67.5,0,0.0,27,834.6666667,0.0,0.014285714,0.0,0,11,2,2,2,2,0,1,0,902.1666667,31,0,1
0,0.0,0,0.0,21,952.5333333,0.0,0.01,91.246,0,5,2,4,1,3,0,0,1,952.5333333,21,1,1
2,180.5,0,0.0,12,472.9166667,0.0,0.018181818,0.0,0,5,1,1,3,3,0,0,0,653.4166667,14,0,1
0,0.0,0,0.0,19,439.8333333,0.005555556,0.003703704,0.0,0,3,1,1,7,2,0,0,0,439.8333333,19,0,1
4,304.6,0,0.0,7,137.6,0.0,0.0375,0.0,0,8,3,2,1,5,0,0,0,442.2000000000001,11,0,1
5,100.6,3,216.6,6,432.0,0.0,0.024242424,0.0,0,9,1,1,1,5,0,0,0,749.2,14,0,1
0,0.0,0,0.0,14,487.3209524,0.0,0.002380952,47.32661324,0,10,3,2,1,2,0,0,1,487.3209524,14,1,1
3,107.0,0,0.0,45,2502.966667,0.0,0.008510638,9.702113281,0,3,2,4,1,2,0,1,0,2609.966667,48,1,1
2,41.5,0,0.0,10,264.25,0.016666667,0.025,0.0,0,11,1,4,8,8,0,1,1,305.75,12,0,1
3,18.75,0,0.0,7,68.75,0.0,0.025,0.0,0,3,2,2,5,2,0,0,0,87.5,10,0,1
1,43.5,0,0.0,6,183.875,0.0,0.014285714,0.0,0,12,2,2,1,2,0,0,0,227.375,7,0,1
3,73.2,5,124.2666667,10,239.7,0.0,0.0025,0.0,0,9,2,2,5,1,0,0,0,437.1666667,18,0,1
3,47.0,1,51.0,16,463.4166667,0.0,0.021052632,0.0,1,5,3,2,3,4,0,1,0,561.4166667,20,0,1
6,162.1071429,0,0.0,31,1269.766667,0.012121212,0.021212121,29.77472727,0,5,2,5,1,2,0,1,0,1431.8738099000002,37,1,1
0,0.0,0,0.0,9,140.2,0.0,0.044444444,0.0,0,9,2,2,9,2,0,1,0,140.2,9,0,1
3,102.6,0,0.0,35,871.8333333,0.0,0.002631579,0.0,0,10,1,1,1,2,0,1,0,974.4333333,38,0,1
0,0.0,0,0.0,3,144.5,0.0,0.1,0.0,0,11,3,2,2,2,0,0,0,144.5,3,0,1
2,96.0,0,0.0,37,1238.5,0.005128205,0.016410256,0.0,0,3,2,2,1,2,0,0,0,1334.5,39,0,1
0,0.0,0,0.0,11,315.0,0.0,0.036363636,0.0,0,12,3,2,6,2,0,1,0,315.0,11,0,1
5,389.0,0,0.0,5,310.5,0.0,0.014285714,0.0,0,5,2,4,2,2,0,0,0,699.5,10,0,1
1,4.0,0,0.0,31,1075.759524,0.0,0.007758621,0.0,0,5,2,6,2,11,0,0,0,1079.759524,32,0,1
0,0.0,0,0.0,14,510.5,0.0,0.015384615,31.3094364,0,3,2,2,1,2,0,0,1,510.5,14,1,1
2,179.0,1,0.0,2,163.0,0.0,0.04,0.0,0,5,1,1,3,2,0,0,0,342.0,5,0,1
1,8.0,0,0.0,28,643.875,0.0,0.003571429,0.0,0,5,2,4,1,2,0,0,0,651.875,29,0,1
5,84.25,0,0.0,19,409.75,0.0,0.01038961,0.0,0,3,3,2,2,3,0,0,0,494.0,24,0,1
2,292.2,0,0.0,19,1391.383333,0.0,0.02,18.84993357,0,10,3,2,1,2,0,0,1,1683.583333,21,1,1
11,348.6547619,1,11.0,64,1229.289286,0.0,0.002493853,54.95126905,0,3,2,2,1,2,0,0,0,1588.9440479,76,1,1
6,87.7,2,60.5,24,448.1945887,0.0,0.005747126,0.0,0,11,2,5,1,8,0,0,0,596.3945887,32,0,1
4,55.8,0,0.0,17,2023.2,0.0,0.011111111,0.0,0,7,2,2,1,2,0,0,0,2079.0,21,0,1
6,90.41666667,0,0.0,5,100.4166667,0.0,0.02,0.0,0,12,1,2,6,8,0,0,0,190.83333337,11,0,1
0,0.0,0,0.0,14,354.25,0.0,0.015384615,124.032,0,5,1,1,6,5,0,0,1,354.25,14,1,1
5,200.5,0,0.0,49,837.4166667,0.0,0.008333333,28.16275,0,5,2,2,1,3,0,0,1,1037.9166667,54,1,1
