Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,SessionDuration,TotalPagesViewed,High_Revenue
3,107.0,0,0.0,45,2502.966667,0.0,0.008510638,9.702113281,0,3,2,4,1,2,0,1,0,2609.966667,48,1
9,230.6666667,0,0.0,66,2178.85,0.003555556,0.010977778,11.73221807,0,11,2,2,3,2,1,1,1,2409.5166667,75,1
3,26.0,0,0.0,19,576.0833333,0.009090909,0.018181818,30.65045455,0,3,2,2,2,1,1,1,1,602.0833333,22,1
1,52.4,0,0.0,13,447.2,0.0,0.007692308,42.30391708,0,8,1,1,1,20,1,1,1,499.6,14,1
3,343.0666667,0,0.0,63,1108.369762,0.0,0.002786596,7.826836353,0,8,2,10,1,2,1,0,1,1451.4364287,66,1
7,215.2,0,0.0,119,4749.240385,0.015772358,0.031811847,1.164075388,0,5,3,2,6,6,1,0,0,4964.440385,126,1
5,132.4666667,0,0.0,59,1660.222222,0.0,0.011753515,6.475910157,0,3,3,2,2,1,1,0,0,1792.6888887,64,1
1,38.0,0,0.0,16,727.7142857,0.038888889,0.045198413,18.66333333,0,5,3,2,4,4,1,1,0,765.7142857,17,1
2,25.625,0,0.0,162,8596.669979,0.005075446,0.012349829,1.469693253,0,12,2,2,5,2,1,0,0,8622.294979,164,1
4,218.9666667,0,0.0,12,672.7,0.0,0.004444444,83.10114264,0,11,2,2,3,2,1,1,1,891.6666667000001,16,1
1,56.4,1,7.0,72,2163.569524,0.015492958,0.032253521,4.286743658,0,6,2,2,1,13,1,0,0,2226.969524,74,1
5,248.9166667,0,0.0,12,1581.5,0.003703704,0.026851852,63.1498595,0,12,2,2,1,8,1,0,0,1830.4166667,17,1
8,212.625,3,124.5,52,968.1964286,0.0,0.005172414,214.3066627,0,11,2,2,1,2,1,0,1,1305.3214286,63,1
11,1064.0,1,10.0,58,3816.366667,0.010606061,0.028059163,6.221045455,0,5,2,5,3,1,1,1,0,4890.366667,70,1
4,292.1904762,1,194.5,56,1948.713745,0.001724138,0.021055381,14.69293103,0,5,1,2,3,2,1,0,1,2435.4042212,61,1
15,266.25,0,0.0,172,4098.699853,0.003314917,0.016214742,2.90865324,0,11,2,2,7,2,1,0,0,4364.949853,187,1
0,0.0,0,0.0,24,1010.25,0.008333333,0.016666667,31.81967723,0,12,3,2,8,2,1,0,1,1010.25,24,1
6,162.1071429,0,0.0,31,1269.766667,0.012121212,0.021212121,29.77472727,0,5,2,5,1,2,0,1,0,1431.8738099000002,37,1
5,191.25,0,0.0,27,1109.25,0.013793103,0.024137931,9.022741507,0,11,2,6,1,1,1,0,0,1300.5,32,1
6,97.88235294,2,9.0,58,2293.59902,0.008357771,0.033973374,6.7485,0,5,2,2,7,4,1,0,1,2400.4813729400003,66,1
6,141.9166667,2,1060.75,136,8777.613879,0.007159986,0.016360941,21.3825758,0,12,3,2,1,2,1,0,1,9980.2805457,144,1
0,0.0,0,0.0,14,510.5,0.0,0.015384615,31.3094364,0,3,2,2,1,2,0,0,1,510.5,14,1
5,45.0,0,0.0,59,1100.475,0.0,0.008391881,24.7526533,0,11,2,5,4,2,1,1,1,1145.475,64,1
4,324.5,0,0.0,30,1456.783333,0.0,0.009019608,30.01288235,0,5,2,2,4,2,1,0,1,1781.283333,34,1
2,45.44444444,1,40.66666667,57,851.6426534,0.0,0.007923497,3.077836066,0,3,2,4,3,1,1,1,1,937.75376451,60,1
6,114.2591575,9,352.0833333,119,6245.704152,0.003125,0.012179841,32.32493691,0,12,3,2,1,2,1,1,1,6712.0466428,134,1
2,292.2,0,0.0,19,1391.383333,0.0,0.02,18.84993357,0,10,3,2,1,2,0,0,1,1683.583333,21,1
11,348.6547619,1,11.0,64,1229.289286,0.0,0.002493853,54.95126905,0,3,2,2,1,2,0,0,0,1588.9440479,76,1
2,30.0,0,0.0,176,4126.353297,0.001363636,0.011363949,22.02197159,0,5,2,2,7,2,1,0,1,4156.353297,178,1
0,0.0,2,39.0,15,245.0,0.0,0.0125,11.9955404,0,3,2,2,1,3,1,1,1,284.0,17,1
0,0.0,0,0.0,14,354.25,0.0,0.015384615,124.032,0,5,1,1,6,5,0,0,1,354.25,14,1
5,72.425,2,72.0,33,1143.657143,0.0,0.015888889,4.230212245,0,5,2,2,2,1,1,1,0,1288.082143,40,1
11,1305.114737,4,629.5142857,27,1161.479023,0.009803922,0.022538246,12.76490187,0,10,1,2,3,20,1,0,1,3096.1080457,42,1
0,0.0,0,0.0,10,408.0,0.0,0.022222222,88.78460596,0,3,2,2,1,2,1,0,1,408.0,10,1
2,36.2,0,0.0,22,1805.083333,0.0,0.008695652,3.586636448,0,9,2,2,1,2,1,1,1,1841.283333,24,1
5,200.5,0,0.0,49,837.4166667,0.0,0.008333333,28.16275,0,5,2,2,1,3,0,0,1,1037.9166667,54,1
3,47.0,1,51.0,68,3008.124108,0.007142857,0.016727891,46.53017511,0,3,2,2,1,1,1,0,0,3106.124108,72,1
13,408.6,0,0.0,21,589.4214286,0.004444444,0.014814815,18.09857173,0,8,2,2,8,2,1,0,1,998.0214286,34,1
11,211.0333333,3,173.2333333,62,1340.676667,0.000391389,0.019726027,17.42324027,0,8,2,2,7,2,1,0,0,1724.9433336,76,1
0,0.0,0,0.0,17,546.2291667,0.014814815,0.01957672,14.49431487,0,12,2,2,7,2,1,0,0,546.2291667,17,1
8,459.3333333,0,0.0,25,2408.815476,0.0,0.008333333,81.19520286,0,11,3,2,7,8,1,1,1,2868.1488093000003,33,1
15,292.88,1,48.35,130,3645.909048,0.001459854,0.008515815,10.41358118,0,11,2,4,8,2,1,0,0,3987.139048,146,1
3,92.75,2,7.0,23,1347.9625,0.008333333,0.020833333,32.4141704,0,11,2,2,6,2,1,0,0,1447.7125,28,1
5,176.68,3,249.8,23,700.58,0.014285714,0.019047619,9.352780048,0,10,1,1,4,3,1,0,1,1127.06,31,1
11,216.2285714,6,704.75,304,11250.48672,0.006697236,0.018717242,1.37270775,0,11,2,2,1,2,1,0,1,12171.4652914,321,1
3,51.8,0,0.0,23,864.0071429,0.0,0.008,13.52088614,0,11,2,4,5,2,1,0,0,915.8071429,26,1
4,160.5833333,1,136.75,21,1632.733333,0.0,0.004545455,16.53909091,0,5,2,2,4,2,0,1,0,1930.0666663,26,1
5,48.97619048,1,65.0,40,1159.5671,0.0,0.016324111,12.48912129,0,12,1,1,4,2,1,1,0,1273.54329048,46,1
0,0.0,0,0.0,48,2235.0,0.004347826,0.025362319,9.127391304,0,5,2,2,7,2,1,1,0,2235.0,48,1
5,136.0,0,0.0,30,2205.666667,0.0,0.012121212,47.26060606,0,5,2,2,4,6,1,0,1,2341.666667,35,1
6,56.89,0,0.0,40,1296.916144,0.0,0.022634921,1.342134935,0,9,2,2,7,1,1,0,0,1353.806144,46,1
3,40.0,0,0.0,19,1051.5,0.008333333,0.030555556,12.18,0,5,1,1,4,3,1,0,1,1091.5,22,1
6,60.36666667,3,189.3,12,304.7,0.0,0.038596491,2.848312236,0,6,2,2,1,4,1,0,1,554.36666667,21,1
0,0.0,0,0.0,8,459.0,0.0,0.028571429,26.98,0,5,2,4,3,2,1,0,1,459.0,8,1
2,151.0,0,0.0,19,716.3571429,0.004761905,0.015873016,10.8692605,0,3,1,1,7,1,1,1,1,867.3571429,21,1
10,770.7388889,2,138.6666667,35,726.0388889,0.0,0.005434783,10.82357287,0,11,2,2,7,2,1,0,1,1635.4444445,47,1
2,87.5,0,0.0,29,1352.133333,0.0,0.025287356,34.60160214,0,11,3,2,6,2,1,1,1,1439.633333,31,1
0,0.0,0,0.0,7,96.0,0.0,0.025,54.20146753,0,11,2,2,1,2,0,0,1,96.0,7,1
2,70.0,0,0.0,18,443.0,0.0,0.02,24.2865,0,5,2,5,5,4,0,1,1,513.0,20,1
9,904.5833333,4,83.5,132,4096.15859,0.012738095,0.022973065,8.960747931,0,11,3,2,3,2,1,1,1,5084.2419233,145,1
3,112.75,6,287.5,27,1491.5,0.013968254,0.021326007,5.772982827,0,11,1,1,1,2,1,0,0,1891.75,36,1
1,43.5,3,230.1666667,93,3773.715179,0.004123711,0.018162523,17.77043431,0,11,2,2,1,2,1,0,1,4047.3818457,97,1
4,15.0,1,17.0,17,490.0,0.0,0.027272727,15.66445171,0,3,2,2,4,10,1,0,1,522.0,22,1
11,344.1,2,477.6,57,1475.608427,0.01641791,0.030868963,10.45977002,0,10,1,1,3,1,1,0,0,2297.308427,70,1
0,0.0,0,0.0,43,898.2388889,0.007317073,0.031707317,8.898618695,0,11,2,4,1,10,1,0,1,898.2388889,43,1
10,163.6333333,1,294.0,80,1979.3,0.002325581,0.024224806,19.73335395,0,11,2,1,2,2,1,1,1,2436.9333333,91,1
6,344.2,3,201.4,51,1693.633333,0.003703704,0.014814815,11.27445733,0,11,2,6,1,2,1,0,0,2239.233333,60,1
3,213.0,0,0.0,2,338.0,0.0,0.0,112.4141272,0,10,1,1,1,5,1,0,1,551.0,5,1
3,1528.25,2,91.0,60,1548.08631,0.006349206,0.025925926,22.92341151,0,11,1,1,1,2,1,1,0,3167.33631,65,1
18,1012.5,6,114.3333333,106,3163.096825,0.011664747,0.021393867,1.307682317,0,11,3,2,6,13,1,0,0,4289.9301583,130,1
2,118.9,0,0.0,30,1216.726667,0.0,0.008602151,26.13036122,0,11,4,2,6,2,0,1,1,1335.626667,32,1
8,194.2916667,5,759.5,23,1291.35119,0.013131313,0.020454545,41.67776195,0,12,3,3,1,2,1,1,0,2245.1428567000003,36,1
0,0.0,0,0.0,8,323.5,0.0,0.025,23.235,0,5,1,1,1,5,0,0,1,323.5,8,1
5,243.6666667,1,415.0,20,1267.233333,0.0,0.01,91.98,0,3,1,1,3,1,1,0,1,1925.8999997,26,1
2,51.5,2,99.5,15,771.875,0.01,0.026666667,15.39534668,0,12,2,2,3,2,1,0,0,922.875,19,1
2,98.6,0,0.0,11,1200.2,0.014285714,0.028571429,18.41056693,0,11,2,6,2,1,1,1,0,1298.8,13,1
17,195.4864719,1,60.5,94,2267.472565,0.002111614,0.008213489,4.511078764,0,11,3,2,3,2,1,0,1,2523.4590369,112,1
8,139.2,0,0.0,49,3346.969048,0.0,0.008471594,12.5740183,0,11,2,6,1,2,1,0,0,3486.169048,57,1
5,102.5333333,0,0.0,74,2396.690316,0.002699055,0.020349845,15.03328131,0,3,2,5,6,1,1,0,0,2499.2236493,79,1
8,822.6666667,3,225.3333333,45,1896.966667,0.011764706,0.02745098,7.521155028,0,12,1,1,3,1,1,0,0,2944.966667,56,1
10,1751.047619,3,69.0,22,1552.547619,0.01372549,0.070490196,4.279294118,0,5,2,4,2,3,1,0,0,3372.595238,35,1
4,98.0,1,31.0,32,898.1714286,0.0,0.005555556,23.32166667,0,5,2,2,4,2,0,1,1,1027.1714286,37,1
5,248.9214286,0,0.0,131,6225.988835,0.003562341,0.025012117,7.963976424,0,11,2,2,2,2,1,1,1,6474.9102636,136,1
14,247.1363636,2,120.6666667,56,1080.266667,0.01884058,0.025355418,24.72661836,0,5,3,2,1,1,1,0,0,1448.0696973,72,1
15,275.9104437,6,606.75,47,1813.86461,0.007377049,0.019090804,9.417272131,0,5,3,2,4,6,1,1,0,2696.5250537,68,1
0,0.0,0,0.0,29,1137.166667,0.0,0.007142857,22.27457143,0,5,1,8,1,11,1,1,1,1137.166667,29,1
0,0.0,0,0.0,10,158.3666667,0.0,0.0,54.9950922,0,7,2,2,1,1,1,0,1,158.3666667,10,1
11,524.75,3,258.625,197,6309.427034,0.006113821,0.011878229,3.364060957,0,11,2,10,1,2,1,0,1,7092.802034,211,1
0,0.0,0,0.0,20,1002.366667,0.0,0.007894737,47.57898514,0,10,2,2,4,2,1,1,1,1002.366667,20,1
0,0.0,2,163.0,62,813.0519481,0.003225806,0.011827957,9.311854839,0,5,2,2,5,2,1,1,0,976.0519481,64,1
0,0.0,0,0.0,35,1386.716667,0.02,0.039269841,14.96432,0,5,1,8,4,20,1,1,1,1386.716667,35,1
0,0.0,0,0.0,28,512.7166667,0.007142857,0.013571429,1.401949127,0,7,2,2,7,1,1,1,1,512.7166667,28,1
4,197.0,1,25.0,46,1596.672282,0.0,0.008,19.92584938,0,3,4,2,2,2,0,1,0,1818.672282,51,1
6,60.0,1,30.0,51,1403.841919,0.003636364,0.009090909,20.2453697,0,5,2,4,1,2,1,0,0,1493.841919,58,1
9,726.3666667,0,0.0,80,4322.779121,0.002272727,0.0163943,8.069027652,0,5,2,2,2,2,1,0,1,5049.145787699999,89,1
7,190.4375,0,0.0,60,1967.780163,0.003809524,0.0154654,2.627347196,0,12,3,2,8,10,1,1,1,2158.217663,67,1
3,82.53333333,1,0.0,19,668.7,0.022727273,0.032424242,11.5952257,0,11,1,1,3,2,1,0,0,751.23333333,23,1
11,498.9,3,147.1666667,43,1090.060606,0.004081633,0.011337868,4.759935374,0,5,1,2,4,5,1,0,0,1736.1272727,57,1
7,135.9166667,0,0.0,43,1719.416667,0.004347826,0.026231884,4.242688406,0,5,1,1,3,3,1,1,0,1855.3333337,50,1
0,0.0,1,12.0,57,2773.166667,0.015517241,0.050862069,8.325206897,0,5,2,2,4,6,1,0,0,2785.166667,58,1
5,156.2,0,0.0,22,742.0,0.0,0.007407407,32.22252197,0,9,1,1,3,5,0,1,1,898.2,27,1
3,90.7,3,65.4,13,1036.53178,0.035294118,0.048235852,19.74930078,0,11,3,2,1,4,1,1,0,1192.6317800000002,19,1
7,149.9166667,0,0.0,31,1539.791667,0.0,0.011728395,19.1105,0,5,2,2,4,2,1,0,0,1689.7083337,38,1
0,0.0,0,0.0,7,432.0,0.0,0.014285714,270.7846931,0,11,2,4,1,8,0,0,1,432.0,7,1
4,133.5833333,2,64.0,67,1222.470924,0.014414414,0.025810811,6.094324324,0,5,3,2,2,4,1,0,1,1420.0542573,73,1
8,87.5,0,0.0,31,496.5833333,0.005405405,0.012612613,3.889459459,0,3,2,2,7,2,1,0,1,584.0833333,39,1
3,86.95,6,173.2,17,481.31,0.0,0.0,27.69500776,0,11,2,2,9,20,0,0,1,741.46,26,1
12,240.2,0,0.0,90,1221.853846,0.002061856,0.014387171,1.722164948,0,5,2,4,1,4,1,0,0,1462.053846,102,1
1,0.0,0,0.0,55,2780.609524,0.019242424,0.045272727,9.137331307,0,12,2,2,8,3,1,0,0,2780.609524,56,1
1,14.0,0,0.0,30,1845.333333,0.027083333,0.042083333,12.6534375,0,5,3,2,3,1,1,0,0,1859.333333,31,1
1,19.4,0,0.0,18,1077.373333,0.034126984,0.035714286,18.22752549,0,11,3,2,9,2,1,0,0,1096.773333,19,1
0,0.0,0,0.0,23,517.0357143,0.0,0.00952381,23.30000662,0,12,4,2,8,2,0,0,1,517.0357143,23,1
17,239.9288462,2,60.5,49,1929.185664,0.017486339,0.025063352,2.580028334,0,12,3,2,1,13,1,0,0,2229.6145102,68,1
2,88.0,10,719.0,54,1986.553118,0.005128205,0.019939049,25.82676446,0,12,1,1,2,2,1,0,0,2793.553118,66,1
1,0.0,3,82.0,120,2895.129762,0.001626016,0.005813008,16.96317099,0,11,1,2,1,11,1,0,1,2977.129762,124,1
1,18.0,4,123.5,24,4114.083333,0.0,0.003571429,20.91831644,0,3,1,1,1,2,0,0,1,4255.583333,29,1
2,96.0,0,0.0,61,1260.524994,0.0,0.003225806,131.5040438,0,11,2,2,7,10,1,1,1,1356.524994,63,1
9,779.3556619,4,163.6666667,75,13430.97606,0.002941176,0.032017551,16.16333333,0,5,2,2,2,13,1,0,1,14373.9983886,88,1
13,228.9166667,1,10.0,64,817.0163767,0.0,0.013814416,2.995465753,0,5,2,5,3,4,0,1,0,1055.9330434,78,1
7,79.2,0,0.0,30,1011.916667,0.0,0.018285714,12.9058765,0,9,2,2,4,4,1,0,0,1091.116667,37,1
0,0.0,0,0.0,18,1110.866667,0.0,0.014814815,57.03508179,0,8,2,10,4,1,1,0,1,1110.866667,18,1
1,95.33333333,0,0.0,16,819.3333333,0.0,0.015625,25.25564195,0,12,2,2,7,2,0,0,1,914.66666663,17,1
11,151.525,6,435.25,72,5251.382738,0.0,0.009969093,13.77521629,0,12,2,2,4,2,1,0,0,5838.157738,89,1
8,89.9,3,20.0,84,1854.915556,0.004210526,0.012385965,3.170426459,0,7,2,2,7,1,1,0,0,1964.815556,95,1
1,156.2,0,0.0,3,50.4,0.0,0.0,92.97624144,0,10,2,2,7,2,1,1,1,206.6,4,1
0,0.0,0,0.0,7,728.8,0.0,0.0,58.9241766,0,8,4,2,1,2,1,0,1,728.8,7,1
13,297.75,3,352.5,41,2422.375,0.0,0.016037736,72.43846009,0,12,2,2,1,8,1,0,1,3072.625,57,1
9,87.8,1,12.0,120,2016.564401,0.006451613,0.012613585,33.41173784,0,7,2,2,7,13,1,0,1,2116.3644010000003,130,1
0,0.0,0,0.0,119,1243.180556,0.0,0.007668207,1.809360775,0,5,2,2,1,2,1,0,0,1243.180556,119,1
5,87.8,0,0.0,38,842.4235931,0.0,0.011382114,52.28594057,0,10,1,1,1,2,1,1,1,930.2235931,43,1
8,580.2,1,145.6,48,2734.966667,0.0,0.007692308,27.60143046,0,10,2,2,4,5,0,0,1,3460.7666670000003,57,1
9,307.360119,4,77.91666667,95,2989.780952,0.005882353,0.014513583,12.74039337,0,11,3,2,4,1,1,1,0,3375.0577376700003,108,1
0,0.0,0,0.0,21,1461.833333,0.021052632,0.036842105,23.82324931,0,11,2,2,1,1,1,1,1,1461.833333,21,1
3,37.5,0,0.0,18,607.5,0.0,0.010526316,361.7637419,0,11,2,2,3,2,0,0,1,645.0,21,1
1,8.0,0,0.0,22,699.2671429,0.028571429,0.037698413,10.79250883,0,7,3,2,1,1,1,0,1,707.2671429,23,1
3,103.0833333,2,39.25,39,1406.95,0.01533101,0.039562226,5.606382766,0,11,3,2,5,2,1,0,0,1549.2833333,44,1
9,102.8666667,3,339.5,29,693.2541667,0.0,0.014705882,77.64914484,0,12,2,10,1,2,1,0,1,1135.6208334,41,1
0,0.0,1,6.0,50,1306.1,0.004081633,0.012244898,5.137714286,0,5,4,1,4,20,1,0,1,1312.1,51,1
1,89.0,0,0.0,17,1175.5,0.0,0.0125,9.74025,0,5,1,1,3,4,0,1,1,1264.5,18,1
5,399.2,2,34.3,42,1713.21619,0.062222222,0.090962963,3.16569129,0,6,2,2,6,13,1,0,0,2146.71619,49,1
5,61.875,0,0.0,164,4389.887512,0.001183432,0.010151043,6.664239119,0,11,2,2,1,2,1,0,1,4451.762512,169,1
1,0.0,0,0.0,3,178.5,0.0,0.066666667,8.04958574,0,9,2,6,2,1,1,0,0,178.5,4,1
6,34.4,0,0.0,44,1820.566667,0.029166667,0.055555556,15.184125,0,5,2,2,4,6,1,0,0,1854.966667,50,1
6,631.1073171,3,7.6,28,2104.573984,0.007189542,0.034273974,35.51518951,0,11,2,2,5,6,1,0,0,2743.2813011000003,37,1
1,140.5,0,0.0,19,1475.166667,0.02037037,0.043333333,16.9796231,0,11,3,2,2,10,1,0,0,1615.666667,20,1
0,0.0,0,0.0,1,15.6,0.0,0.0,47.7917708,0,9,1,1,6,3,0,0,1,15.6,1,1
6,109.5,1,21.0,157,4643.755952,0.001687764,0.010776613,7.152750452,0,5,2,5,2,4,1,0,0,4774.255952,164,1
2,18.0,0,0.0,15,756.3333333,0.0125,0.0625,29.24325,0,3,2,10,3,1,1,0,1,774.3333333,17,1
13,301.5616883,1,14.0,55,3328.903752,0.007936508,0.014212018,38.60204838,0,11,1,1,1,2,1,0,0,3644.4654403,69,1
2,26.66666667,0,0.0,159,1905.652754,0.004113924,0.013428813,14.75911588,0,5,2,2,5,2,1,0,0,1932.31942067,161,1
1,29.53333333,0,0.0,22,814.7093939,0.004,0.021333333,14.92784091,0,11,2,2,1,2,1,0,0,844.24272723,23,1
6,432.2,0,0.0,30,363.677619,0.003030303,0.014018978,12.1958841,0,10,1,1,3,2,1,0,1,795.877619,36,1
0,0.0,0,0.0,10,693.5,0.0,0.022222222,40.43377778,0,5,2,2,1,4,0,0,1,693.5,10,1
7,155.9,0,0.0,25,1400.958333,0.0,0.029012346,14.11909834,0,12,2,4,7,1,1,0,0,1556.858333,32,1
1,4.0,0,0.0,8,244.0,0.02,0.04,15.45198077,0,9,2,4,1,1,1,0,1,248.0,9,1
10,274.25,5,247.75,61,2267.330952,0.002739726,0.005348989,48.6094789,0,11,2,2,1,2,1,0,1,2789.330952,76,1
18,505.4,1,10.0,105,4434.281746,0.005042017,0.029692564,4.528329755,0,12,2,2,1,1,1,0,0,4949.681745999999,124,1
5,84.33333333,1,0.0,55,1699.327668,0.0,0.008461558,16.48421053,0,5,2,2,6,4,1,0,0,1783.66100133,61,1
4,120.0,4,64.0,52,1859.083333,0.010344828,0.018390805,17.24870115,0,5,2,2,2,13,1,0,1,2043.083333,60,1
12,739.2091954,1,16.0,21,1321.059195,0.009032258,0.025133361,78.34560177,0,3,2,2,1,8,1,0,1,2076.2683904,34,1
9,387.75,0,0.0,64,980.5021994,0.000866739,0.012798697,9.581561053,0,11,3,2,3,1,1,0,1,1368.2521994,73,1
1,17.2,0,0.0,6,243.3,0.0,0.05,22.09581063,0,10,1,8,8,1,1,0,0,260.5,7,1
0,0.0,0,0.0,5,277.5,0.0,0.04,42.03044096,0,11,2,2,3,2,1,0,1,277.5,5,1
1,0.0,0,0.0,77,4350.647321,0.012727273,0.023842532,14.38546841,0,11,2,2,1,2,1,0,0,4350.647321,78,1
5,59.9,2,8.0,84,2359.522438,0.016666667,0.028709742,3.478135617,0,6,1,1,4,3,1,0,0,2427.422438,91,1
7,91.25,1,0.0,95,2900.791667,0.003960396,0.023267327,4.48567854,0,11,2,2,1,2,1,1,1,2992.041667,103,1
4,143.0,1,20.5,10,386.15,0.0,0.015384615,64.6,0,3,1,1,7,8,1,0,1,549.65,15,1
10,128.1142857,0,0.0,43,811.3809524,0.006122449,0.026328773,14.92797811,0,10,2,2,5,2,1,0,0,939.4952381,53,1
0,0.0,0,0.0,7,189.2,0.0,0.014285714,78.56959864,0,9,3,2,3,2,1,0,1,189.2,7,1
2,220.3333333,1,70.5,75,3537.991667,0.011714286,0.027362361,5.770959977,0,3,2,2,6,1,1,0,0,3828.8250003,78,1
6,369.3333333,2,225.5,133,3918.363736,0.0,0.009275362,7.147603773,0,11,2,2,2,2,1,0,0,4513.1970693,141,1
0,0.0,0,0.0,8,240.0,0.0,0.028571429,58.788,0,5,2,2,3,2,0,0,1,240.0,8,1
1,69.5,0,0.0,16,895.8095238,0.0,0.004444444,32.14213333,0,5,3,2,2,6,1,0,1,965.3095238,17,1
10,168.9066667,2,18.4,36,853.8502721,0.0,0.007751938,5.6479944,0,10,3,2,3,2,1,1,0,1041.1569388,48,1
4,68.73333333,0,0.0,44,2498.866667,0.0,0.014444444,11.33062869,0,10,2,2,4,1,1,0,1,2567.60000033,48,1
2,18.75,4,355.5,57,1182.590278,0.015384615,0.027094017,14.15437174,0,11,1,1,1,10,1,0,1,1556.840278,63,1
7,176.5,0,0.0,34,1384.972222,0.005263158,0.021992481,26.45082237,0,5,1,1,2,4,1,0,1,1561.472222,41,1
3,62.5,0,0.0,46,1048.107143,0.004,0.013,20.88414313,0,12,2,2,3,2,1,0,1,1110.607143,49,1
3,80.0,1,21.0,41,1193.333333,0.00097561,0.01804878,6.53004878,0,5,2,2,1,4,1,0,0,1294.333333,45,1
3,285.8,1,23.5,56,2915.166667,0.0,0.003448276,80.118,0,5,2,4,3,3,0,0,1,3224.466667,60,1
0,0.0,1,9.0,30,1992.833333,0.0,0.003333333,9.227000967,0,3,2,4,1,3,1,0,1,2001.833333,31,1
1,158.0,1,64.0,29,1916.761905,0.006451613,0.018709677,8.772473118,0,3,2,2,3,2,1,1,1,2138.7619050000003,31,1
1,4.5,3,61.0,145,5577.826456,0.002688695,0.01187122,2.353444628,1,5,3,2,3,11,1,1,0,5643.326456,149,1
1,53.0,0,0.0,13,417.0,0.0,0.018181818,72.788,0,5,1,1,1,3,0,0,1,470.0,14,1
13,311.8300935,4,201.5,166,6850.499335,0.0,0.017541022,4.115853586,0,12,2,2,1,3,1,0,0,7363.8294285,183,1
14,260.7361111,3,186.5,51,2921.902778,0.013661202,0.02989071,8.339171985,0,11,4,2,7,1,1,1,1,3369.1388891,68,1
8,183.0,4,571.5,14,333.6,0.0,0.01,15.43344,0,3,1,1,1,2,1,1,1,1088.1,26,1
1,6.0,1,0.0,45,1582.75,0.043478261,0.050821256,54.17976426,0,2,3,2,1,1,1,0,0,1588.75,47,1
2,29.33333333,0,0.0,98,2680.828571,0.009183673,0.014160401,16.04860714,0,5,3,2,3,13,1,0,1,2710.16190433,100,1
0,0.0,0,0.0,19,751.3333333,0.0,0.002777778,13.62630613,0,3,2,2,1,2,1,1,1,751.3333333,19,1
11,202.4254386,5,1767.666667,338,13265.35595,0.007520348,0.018855633,1.114150182,0,11,2,2,3,2,1,0,1,15235.4480556,354,1
0,0.0,0,0.0,12,846.25,0.0,0.018181818,40.4014481,0,12,2,6,1,6,0,0,1,846.25,12,1
4,45.8,2,43.2,30,1021.838095,0.0,0.005882353,40.43578994,0,11,2,2,4,2,0,0,0,1110.838095,36,1
13,189.2215153,3,22.5,108,4033.471998,0.007402653,0.013739852,24.02645488,0,5,3,2,9,13,1,1,1,4245.1935133,124,1
0,0.0,0,0.0,8,261.8,0.01,0.04,10.99901844,0,9,2,2,4,1,1,1,0,261.8,8,1
4,51.01923077,0,0.0,133,3068.922487,0.004890511,0.0122463,1.786819082,0,5,2,2,3,3,1,0,0,3119.94171777,137,1
6,66.77272727,1,83.0,62,2050.395743,0.005882353,0.012789661,17.07978235,0,5,3,2,4,4,1,0,1,2200.16847027,69,1
7,190.2628205,4,195.0,124,3197.290064,0.010320513,0.01989345,7.059929851,0,11,3,2,6,2,1,1,0,3582.5528845,135,1
1,75.0,4,250.6666667,44,1679.833333,0.0,0.001086957,45.8293144,0,3,2,2,1,2,0,1,1,2005.4999997,49,1
3,68.28571429,0,0.0,26,741.0555556,0.014285714,0.039707071,13.24667166,0,11,3,2,4,10,1,0,1,809.34126989,29,1
2,42.4,0,0.0,5,163.2,0.0,0.028571429,20.71678117,0,8,2,10,3,3,1,0,1,205.6,7,1
12,187.2777778,3,88.58333333,43,3266.127778,0.004242424,0.043712341,3.332333333,0,3,1,1,1,10,1,0,0,3541.98888913,58,1
7,96.0,3,313.0,65,2091.662821,0.012206573,0.030146368,6.147633803,0,5,3,2,3,4,1,1,0,2500.662821,75,1
0,0.0,0,0.0,58,1076.073649,0.0,0.022653941,1.81635021,0,9,2,2,3,2,1,0,0,1076.073649,58,1
10,218.4027778,0,0.0,27,897.7837302,0.006060606,0.019805195,48.92856443,0,12,2,2,1,3,1,0,0,1116.186508,37,1
15,238.5833333,3,119.5,147,2933.695013,0.003797468,0.016656739,18.1270044,0,11,2,2,1,1,1,0,1,3291.7783463,165,1
9,98.94444444,1,600.0,124,5731.094444,0.018346253,0.03371764,1.914174972,0,5,2,2,3,13,1,0,0,6430.03888844,134,1
3,70.93333333,3,560.0,16,810.8333333,0.0,0.028070175,9.163038423,0,7,2,2,1,2,1,0,0,1441.76666663,22,1
9,222.5,2,46.66666667,20,1267.155556,0.001481481,0.017977208,16.1728,0,3,2,2,3,2,1,0,1,1536.32222267,31,1
1,24.0,1,72.0,13,462.0,0.0,0.014285714,23.13,0,5,2,2,1,2,1,0,1,558.0,15,1
1,2.0,0,0.0,61,1335.737854,0.0,0.002,20.15710234,0,11,4,4,1,2,1,1,1,1337.737854,62,1
8,111.5416667,3,226.0,68,1664.14881,0.002702703,0.021846847,6.693658292,0,12,2,1,1,2,1,0,1,2001.6904767,79,1
