Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,Weekend,VisitorType_New_Visitor,VisitorType_Other,VisitorType_Returning_Visitor,SessionDuration,TotalPagesViewed,Revenue
1,73.86332413877955,0,0.0,28,495.40837135942957,0.012692126696390232,0.02063020580811304,51.295055118939125,0,3,1,2,1,2,1,0,0,1,569.271695498209,30,1
2,106.06677253985312,0,8.130513245191974,18,1113.9453309762637,0.0030029597074061826,0.009079020297754849,13.709084604802687,0,12,3,1,4,2,0,0,0,1,1228.1426167613088,21,1
5,84.19485021434372,0,0.0,53,964.8060935987232,0.006493072929091496,0.01111833658518443,6.5288530837761085,0,5,2,2,4,4,0,0,0,1,1049.000943813067,58,1
0,9.585499791410957,0,0.0,36,2158.221375249112,0.006122963867897448,0.030081964716863682,3.0734151058075128,0,11,2,2,1,3,0,0,0,1,2167.8068750405228,38,1
6,330.4998326009852,0,0.0,14,607.7721261533242,0.0,0.008830499113972663,13.736764551292296,0,11,2,2,3,2,0,0,0,1,938.2719587543095,20,1
6,123.58746290002492,2,36.01056444808282,109,3155.7859202625577,0.003211602037731291,0.01414246250906137,5.566182560212603,0,11,2,2,1,2,0,0,0,1,3315.3839476106655,118,1
5,261.4723891193624,0,0.0,37,1139.0319748541358,0.0,0.011162587606659355,9.478679127108549,0,5,2,2,5,2,0,0,0,1,1400.5043639734981,43,1
4,154.43807399850616,0,2.912750389145483,41,2274.64224862134,0.0027049000814043152,0.023181792377550525,21.199071543455194,0,3,2,2,1,1,0,0,0,1,2431.993073008992,47,1
6,84.51843327734309,0,0.0,32,1059.4011426813365,0.0,0.01447670380442604,20.4029628034976,0,5,2,2,4,3,0,0,0,1,1143.9195759586796,38,1
0,4.142172267142172,0,1.2545482584555927,77,4703.96023602809,0.00023010788968202533,0.007804233417638778,0.579930759787036,0,11,2,2,1,2,0,0,0,1,4709.356956553687,77,1
2,54.32132283268359,0,0.0,15,442.11252770751037,0.0,0.019462137950765554,33.23460074628046,0,5,2,2,8,2,0,1,0,0,496.433850540194,17,1
4,147.5105648948638,0,37.458296467642974,24,788.3176098815999,0.007134913470186103,0.028554482801877452,16.69338287573592,0,12,2,2,1,2,0,0,0,1,973.2864712441067,29,1
0,0.0,0,0.0,7,181.71066569126597,0.0,0.0,35.475817454039216,0,8,2,2,1,5,0,1,0,0,181.71066569126597,7,1
10,585.0538827123853,0,25.2754000367023,54,3331.601405923633,0.0005516238396665278,0.006446135018999514,85.54909336242088,0,11,2,2,2,2,0,0,0,1,3941.930688672721,65,1
1,29.758484245547447,0,0.0,24,540.452935381142,0.0,0.008432145187200493,56.156637637886185,0,5,2,4,1,2,0,1,0,0,570.2114196266893,25,1
5,103.95218650381015,1,25.994058528907935,29,889.5313829079848,0.0,0.008042699291065287,34.680039335105505,0,5,3,2,6,4,0,0,0,1,1019.4776279407027,35,1
4,38.95273393109411,2,67.15635464259256,36,1479.134056614985,0.010090058759802786,0.027550188253666834,11.157418474805876,0,5,2,2,4,4,0,0,0,1,1585.2431451886714,43,1
3,214.18414700996917,0,0.0,2,337.2414312021185,0.0,0.00020304304011817126,111.4508957875665,0,11,1,1,1,2,0,0,0,1,551.4255782120877,5,1
10,348.7827549153577,2,265.58467196110456,62,1251.0553244614364,0.00018576858960900908,0.007753890711823843,9.320834046870608,0,11,2,2,3,2,0,0,0,1,1865.4227513378987,75,1
9,362.11701736297186,3,269.0557269410032,83,4255.457954840626,0.000579728460835799,0.0116355040886725,8.179979772651656,0,12,2,4,9,3,0,0,0,1,4886.630699144602,96,1
3,129.11355072371228,0,0.0,64,2823.5735262927014,0.0058432525693172584,0.014418137319259665,9.10670625779581,0,11,2,2,1,2,0,0,0,1,2952.6870770164137,67,1
0,0.0,0,0.0,3,267.20329907271014,0.0,0.04,45.37927377015346,0,10,2,2,3,1,0,0,0,1,267.20329907271014,4,1
0,0.0,0,0.0,51,2194.6295680404974,0.002644186257043709,0.01902936713712494,0.0,0,11,2,2,1,2,0,0,0,1,2194.6295680404974,51,1
0,0.0,0,0.0,12,634.7563617151363,0.0,0.02200941631648122,75.69357483920895,0,11,1,1,1,2,0,0,0,1,634.7563617151363,12,1
0,0.0,0,0.0,14,522.3431731574539,0.0,0.01595137228069743,48.422101463598224,0,12,2,4,1,2,0,1,0,0,522.3431731574539,14,1
0,4.198001533848704,0,1.2916927795291135,73,3610.9700019569013,0.0026164323727949634,0.01999223609965626,13.174894995127673,0,11,2,2,1,2,0,0,0,1,3616.459696270279,74,1
5,262.8824190488679,3,292.32862917466827,46,2314.1782748304367,0.0002834560541831362,0.026170508232296073,43.26859937459398,0,5,2,2,1,2,0,0,0,1,2869.389323053973,54,1
6,562.335282056955,0,0.0,27,1903.349398247644,0.001810117210152082,0.012178006052858834,0.07842936136267895,0,11,2,2,1,8,0,0,0,1,2465.684680304599,33,1
3,25.695908814665945,0,0.0,21,749.4304225646013,0.0,0.01865144275710616,61.64420648784307,0,11,2,2,4,3,0,0,0,1,775.1263313792672,24,1
7,278.0185722532996,2,398.6469694578704,96,5683.866483768993,0.0010740209362707547,0.015831581662331957,9.926634609196762,0,11,2,10,3,2,0,0,0,1,6360.532025480163,106,1
4,78.51793866401385,0,0.0,28,1904.6872006277067,0.009678295665591889,0.02837530096825722,3.1730773282625027,0,11,1,2,9,2,0,0,0,1,1983.2051392917206,32,1
0,6.209051070916079,0,0.0,7,233.94507431027688,0.0,0.02391155334524853,66.5446533403238,0,12,2,2,1,2,0,1,0,0,240.15412538119296,8,1
4,465.3876521478145,1,13.782995913314835,60,4992.143220163732,0.0012569716780280954,0.0154687985990647,13.803194010933675,0,11,1,2,1,2,0,0,0,1,5471.313868224861,66,1
0,0.0,0,0.0,23,968.6919677458841,0.0,3.5107250549096196e-07,106.25210483908315,0,3,2,2,1,2,0,0,0,1,968.6919677458841,23,1
0,22.78838546817936,0,0.0,13,454.256354044787,0.0,0.02182241230951607,13.283729693452427,0,5,2,2,3,2,1,0,0,1,477.0447395129664,14,1
0,0.0,0,0.0,18,589.8617299603519,0.0,0.01621080675213355,28.352461194040348,0,3,2,2,2,1,1,0,0,1,589.8617299603519,18,1
7,196.6330600775402,0,7.68533621487146,57,1968.0760738924057,0.00390041022621814,0.017386859258533022,6.4764600874387135,0,12,1,2,3,2,0,0,0,1,2172.3944701848172,66,1
3,99.55287962613706,0,0.0,2,21.066211055499263,0.0,0.04987102530210475,0.0,0,11,3,2,1,5,0,1,0,0,120.61909068163632,6,1
2,17.64978062267665,0,0.0,34,1382.5293465975983,0.013459533582408069,0.02732818619541047,16.858379952380098,0,5,3,2,1,2,1,0,0,1,1400.179127220275,36,1
0,0.0,0,0.0,9,421.86470037219635,0.0,0.02425575367712991,17.540932967896246,0,12,1,2,2,2,0,1,0,0,421.86470037219635,9,1
3,140.20410675063556,3,214.99619057275956,23,925.8725299204132,0.006840225907999678,0.027580051255606978,37.715708605620904,0,5,2,2,1,2,0,1,0,0,1281.0728272438082,30,1
0,5.657449506132892,0,0.0,10,691.5320265369592,0.0,0.01418160121748396,35.18063292740461,0,5,2,2,9,4,0,0,0,1,697.189476043092,10,1
1,27.069052433351153,0,0.0,5,151.62462012585237,0.0,0.018772165638976365,18.236059127215476,0,8,2,2,1,2,0,0,0,1,178.69367255920352,7,1
0,0.0,0,0.0,7,650.4611371560284,0.026141246520997516,0.05228249212705142,2.8780077440542455,0,5,2,2,1,2,0,0,0,1,650.4611371560284,7,1
0,0.0,0,0.0,19,812.7756980401492,0.0,0.010783755144802986,37.93388220948012,0,5,2,2,1,2,0,1,0,0,812.7756980401492,19,1
0,0.0,0,0.0,9,481.6533891434263,0.0,0.023256963696837274,19.469980507876965,0,10,1,1,2,2,0,1,0,0,481.6533891434263,9,1
0,0.0,0,0.0,6,253.7502651690748,0.0,0.03698995852698133,48.61634535996859,0,11,2,2,1,2,0,1,0,0,253.7502651690748,6,1
7,192.38237940792808,2,150.6283208572516,42,1581.979689427732,0.008024255390569862,0.02374472700381083,4.918165825676674,0,3,2,2,1,2,0,0,0,1,1924.9903896929115,52,1
0,0.0,0,1.6820938641525673,12,701.0428624622258,0.0,0.010212928058423856,69.68491380998206,0,11,1,1,1,2,0,0,0,1,702.7249563263783,12,1
4,100.42120372435376,0,0.0,28,310.7114070485732,0.0,0.0017013162776503235,33.35954818118209,0,7,2,2,3,2,1,0,0,1,411.132610772927,32,1
0,0.0,0,3.425407777055521,27,1092.5852539498596,0.012233599301638512,0.012935181407914676,51.22555716814115,0,11,1,2,1,1,0,0,0,1,1096.010661726915,28,1
0,0.5798690057265137,0,0.0,33,888.1209147860309,0.0,0.004141681096113447,8.222210689890217,0,5,2,2,1,2,0,0,0,1,888.7007837917574,33,1
0,0.0,0,0.0,3,41.7833519916944,0.0,0.09410343503149952,0.0,0,11,1,2,1,2,0,0,0,1,41.7833519916944,3,1
0,6.9113531100568215,0,0.0,19,887.6962525530879,0.00010553200761583698,0.016252548189976887,34.00561469275849,0,5,2,2,1,3,0,0,0,1,894.6076056631447,20,1
1,57.72972174805439,0,0.0,10,296.97775708815686,0.0,0.018181818,37.48503436852121,0,11,2,2,1,2,0,1,0,0,354.70747883621124,11,1
2,25.263908908988284,0,0.0,11,378.45824215409925,0.0,0.012286196344744574,262.1803188754789,0,5,2,5,1,2,0,1,0,0,403.72215106308755,13,1
2,62.25564486295798,0,0.0,65,2510.2294564022864,0.0,0.0062992617755739415,13.300473496603018,0,11,2,2,4,1,0,0,0,1,2572.485101265245,67,1
0,0.0,0,6.968982303434815,10,672.6108361931734,0.0,0.018135337937386073,60.49698748641695,0,11,1,1,1,1,1,0,0,1,679.5798184966083,11,1
0,8.740716740170223,0,0.0,15,709.5331954208726,0.0,0.01474426950890068,51.5956219117757,0,12,2,2,1,2,0,0,0,1,718.2739121610429,15,1
1,12.826790640578658,0,0.0,108,5205.707800339394,0.008237916174656294,0.022620004948420397,7.293637900069969,0,11,2,2,3,2,1,0,0,1,5218.534590979973,109,1
0,0.0,0,0.0,13,996.8168859280881,0.007846584584080206,0.04934611795132665,23.729186555287843,0,12,2,2,3,1,0,0,0,1,996.8168859280881,13,1
3,53.46231530755798,0,0.0,41,4882.416809896318,0.012170986105659773,0.020142291186696675,13.946926238503348,0,11,2,2,1,1,0,0,0,1,4935.879125203876,44,1
1,9.9151182314903,0,11.030071287624775,25,797.689030177187,0.0,0.008446918277404881,9.962386677754177,0,5,2,2,5,2,0,1,0,0,818.634219696302,27,1
1,3.3625363133682455,0,0.0,15,555.1182317404176,0.008966763278146234,0.0201635760783532,19.623972438070357,0,3,2,2,3,2,0,0,0,1,558.4807680537859,16,1
0,0.0,0,0.0,6,108.61260187899792,0.0,0.011369861714982209,29.799894360520845,0,10,2,2,3,2,0,0,0,1,108.61260187899792,6,1
0,6.683076014568357,0,0.0,28,1138.1234703243545,0.00456507066392385,0.01118876265711112,62.22802006844074,0,12,2,4,3,2,0,1,0,0,1144.8065463389228,29,1
0,4.3959274965087465,0,0.0,8,377.9943564339679,0.0,0.001332099241366287,46.53396968510123,0,12,2,2,1,2,0,1,0,0,382.39028393047664,8,1
2,85.67214588489286,0,0.0,29,1410.0269985405284,0.0,0.008811022048083286,32.77897177497249,0,11,2,2,1,13,0,0,0,1,1495.6991444254213,31,1
0,0.0,0,0.0,34,1498.2650804801967,0.0017609578365545336,0.02567540745373893,0.0,0,11,2,2,1,2,1,0,0,1,1498.2650804801967,34,1
6,313.6566803115959,1,125.37014526659506,42,1913.9080918598181,0.006980710255229732,0.023858478018475383,20.446297812964243,0,5,3,2,3,2,1,0,0,1,2352.934917438009,50,1
0,0.0,0,0.0,12,460.56559787231754,0.0,0.02246067152408462,25.48624294591436,0,11,1,1,1,2,0,0,0,1,460.56559787231754,12,1
7,90.84878924369488,0,0.0,26,495.97953643173054,0.003326538895685148,0.019789543348766266,12.274192170816713,0,10,1,2,1,2,0,0,0,1,586.8283256754255,33,1
3,39.77466082144307,0,0.0,137,4241.978902373858,0.0050286306941708814,0.01276228375899386,1.6430905644040577,0,12,2,2,1,2,0,0,0,1,4281.753563195301,140,1
0,0.6357028921716772,0,0.0,6,545.9455111843035,0.0016952076700776138,0.037556906566947434,34.29871237879044,0,3,2,2,3,1,0,0,0,1,546.5812140764752,7,1
0,0.0,0,0.0,17,813.0005057657703,0.0,0.011513238936902969,26.38650300668862,0,5,2,2,9,2,0,1,0,0,813.0005057657703,17,1
4,38.34619916953351,0,0.0,31,839.0191676549287,0.006295696934528994,0.012689388578391508,55.18952552339592,0,5,2,2,1,2,0,0,0,1,877.3653668244622,35,1
0,0.0,0,0.0,52,1189.135269355506,0.004503074270158975,0.02037398863322344,23.205063044704204,0,11,2,2,1,2,0,0,0,1,1189.135269355506,52,1
10,116.83876326607063,2,75.35564520750046,156,5398.677622522263,0.00468541473641916,0.014476160434065312,13.417438771319047,0,11,2,2,1,3,0,0,0,1,5590.872030995834,168,1
1,39.044761155370075,0,8.768793196175327,21,1289.452076561139,0.0,0.0001317417652675233,85.25421354238073,0,11,2,2,1,2,0,1,0,0,1337.2656309126844,23,1
4,321.875988135489,0,0.0,23,1194.8631684472723,0.008943232679038328,0.03005853653282893,16.012717502579825,0,5,2,2,3,2,0,0,0,1,1516.7391565827613,28,1
3,134.31658993568186,0,0.0,6,175.7236694716907,0.0,0.015442937553544044,39.01730688248567,0,10,2,2,7,2,0,1,0,0,310.04025940737256,9,1
6,276.9506891324099,3,289.37660789146696,26,1036.457304956493,0.001640974414478886,0.012221945743091198,9.737533575479562,0,11,2,1,1,2,0,0,0,1,1602.7846019803699,35,1
2,45.67558970770352,0,0.0,29,968.7810631034259,0.0,0.009601232144039103,13.204823133393251,0,5,2,2,4,2,0,0,0,1,1014.4566528111294,31,1
9,294.7224617276779,0,72.3013512071874,106,6075.0887377895,0.002230054778852089,0.020269999682491994,42.84433544735498,0,11,2,2,6,2,1,0,0,1,6442.112550724365,116,1
0,7.083046701822335,0,0.0,16,2226.1511128011834,0.0,0.019230570577147783,11.66410010392059,0,11,2,2,3,2,0,0,0,1,2233.2341595030057,16,1
6,478.6350841495281,0,17.342639054537894,28,1556.2331277178573,0.012314018236148128,0.026983353732122885,15.632735965942707,0,5,2,2,3,1,0,0,0,1,2052.2108509219233,35,1
0,52.98215317304142,0,0.0,65,890.707810055464,0.0,0.0,244.217118010163,0,11,2,2,1,2,0,1,0,0,943.6899632285055,66,1
3,153.71184643544262,0,0.0,20,729.7301218656153,0.0022785290191987746,0.011458125309519052,22.005177038941092,0,11,1,1,3,2,0,1,0,0,883.441968301058,24,1
2,60.022708305256934,0,0.0,20,525.2664664313916,0.0,0.013240064651601598,8.87049899058195,0,11,2,2,1,2,0,1,0,0,585.2891747366485,22,1
3,61.61761306542033,0,0.0,110,4773.764104949328,0.007567213658550358,0.018018935127673004,20.075986545409755,0,11,2,2,1,2,0,0,0,1,4835.381718014748,114,1
7,397.1262516590258,4,395.1738169964098,23,1237.8199933305777,0.01075256296596159,0.022132358299387554,10.85205585352188,0,11,1,1,1,4,0,0,0,1,2030.1200619860133,35,1
2,169.40921806434065,6,116.62526704910316,229,7969.406873219354,0.0021260993351183287,0.019177063045312547,8.577996726496227,0,11,2,2,1,8,0,0,0,1,8255.441358332799,238,1
0,0.21096685492207135,0,19.679364595857216,42,1289.9665090359688,0.005590728578368527,0.017914940984594598,2.1262402425060625,0,11,2,2,4,2,1,0,0,1,1309.856840486748,43,1
6,134.51502653160316,1,9.324277112866218,93,4044.531777674622,0.003266930027659048,0.010482008119235204,21.445971370057265,0,11,2,2,1,2,0,0,0,1,4188.371081319092,101,1
4,98.8741538473647,0,0.0,82,2604.929765492993,0.001125074441526143,0.009772610251537339,4.01477237724096,0,11,2,2,1,2,0,0,0,1,2703.803919340358,86,1
1,44.06976442583156,3,153.8529749582253,17,545.6118084743642,0.003339154105170406,0.01220846331971568,32.140695489622246,0,5,2,2,1,4,0,0,0,1,743.5345478584211,23,1
0,0.0,0,0.0,18,492.6430332920308,0.021905990684504578,0.02940921595772026,35.426344271819815,0,5,1,1,1,2,0,0,0,1,492.6430332920308,18,1
5,84.77158629830777,2,9.840810024667793,76,5366.964469343672,0.017409761682282338,0.04010792937708769,17.488802150801284,0,11,2,2,1,2,0,0,0,1,5461.576865666648,84,1
5,214.87394656225115,0,0.0,18,496.92925509554686,0.0,0.019667508196421504,31.877740925625346,0,5,2,2,1,2,0,0,0,1,711.803201657798,23,1
1,19.071062145174388,0,0.0,13,661.6798728830516,0.0,0.01574850855934353,38.743958489252336,0,5,2,2,1,1,0,0,0,1,680.750935028226,14,1
8,191.31426855960706,3,73.40620434009777,9,131.09081476718646,0.014511798439766285,0.027582941022170664,8.433385380971789,0,11,2,2,3,2,0,0,0,1,395.8112876668913,20,1
4,77.66153746054295,0,0.0,89,2536.915338615699,0.001903011405103962,0.012376867879924348,14.62521330349606,0,11,2,2,1,3,0,0,0,1,2614.576876076242,93,1
3,25.565592899026846,0,0.0,2,67.50199518034634,0.0,0.016921723143900412,0.0,0,11,2,2,2,2,0,1,0,0,93.06758807937318,6,1
3,37.276097544238915,0,0.0,39,3113.37050240681,0.015832612873794553,0.032491066554192156,6.3334385844784515,0,11,2,2,1,1,0,0,0,1,3150.6465999510488,43,1
0,0.0,0,0.0,115,3211.0247420673627,0.006304855883035558,0.01589554146143171,3.29511557820567,0,11,2,2,1,2,0,0,0,1,3211.0247420673627,115,1
0,0.0,0,0.0,18,793.1672252800832,0.0,0.013018543595403049,21.881156234781457,0,5,2,2,3,2,0,0,0,1,793.1672252800832,18,1
0,3.7518280281037484,0,0.0,9,465.25060934270124,0.0,0.021295844801747916,50.10336932798559,0,5,2,4,3,2,0,0,0,1,469.002437370805,10,1
2,56.1825207721555,0,0.0,25,646.2995236267856,0.0,0.011218705834198314,19.49535793489367,0,5,2,2,1,1,0,0,0,1,702.4820443989411,29,1
4,86.09042131639623,4,396.898560484819,30,1140.2042542175432,0.006757207844833316,0.019029283457128458,24.71412904465059,0,5,3,2,1,2,0,0,0,1,1623.1932360187584,39,1
1,34.31813835990093,0,17.59268912316087,42,2443.9541894773824,0.003433743992095563,0.01658789317624452,30.01907655276811,0,5,2,2,9,4,0,0,0,1,2495.8650169604443,44,1
1,65.19011070299435,0,0.0,14,376.91129499319766,0.01907106513396202,0.045899168800071805,33.118817137722715,0,5,1,1,1,2,0,0,0,1,442.101405696192,17,1
3,108.52898311202382,0,0.0,65,2855.407310428695,0.009833436423144833,0.016448194741482094,9.146459357688647,0,11,2,2,1,2,0,0,0,1,2963.936293540719,69,1
6,76.43572478707947,3,11.403476547754515,85,5372.178919963335,0.014127822990044005,0.03615503080850725,6.117237065646146,0,11,2,1,1,2,0,0,0,1,5460.018121298169,95,1
0,0.0,0,0.0,6,388.94653176512213,0.01854882105947252,0.0250383198292924,48.9809311931353,0,5,2,2,2,1,0,0,0,1,388.94653176512213,6,1
3,85.71586733352619,0,0.0,20,1199.4856967110088,0.0,0.009470443522389486,20.17125566867024,0,5,2,2,1,2,0,1,0,0,1285.201564044535,25,1
4,40.56575016226212,1,8.202052710707676,8,586.3834823424731,0.0,0.06103879923658101,1.5547523214816685,0,6,2,1,1,3,1,0,0,1,635.151285215443,14,1
3,507.3844989542245,0,0.0,19,975.8346671472215,0.0,0.010264562961204707,23.127093742635168,0,12,2,2,3,2,0,1,0,0,1483.2191661014458,22,1
4,39.5473814790004,0,0.0,10,133.85255649574768,0.0,0.00827649084022283,0.0,0,8,2,2,1,5,0,1,0,0,173.39993797474807,14,1
0,1.7633233311070433,0,0.0,99,5218.893200903256,0.009940757642122076,0.025401474491397517,9.486302746948846,0,11,2,2,1,2,0,0,0,1,5220.656524234363,99,1
11,723.3036675407977,0,12.264437059546035,23,1340.3835329192816,0.006923472484161321,0.02000158284823314,68.70560986928616,0,11,2,2,3,8,0,0,0,1,2075.9516375196254,35,1
4,51.08234898888689,2,228.94949785745422,11,251.7446350830321,0.0042556077132622355,0.03809253754124047,6.0494321802563915,0,11,2,2,1,2,0,0,0,1,531.7764819293732,18,1
6,101.45705610039407,1,3.343238906318415,145,5432.427445427535,0.002626830282686848,0.011046027266898403,8.534258066181556,0,11,2,2,1,10,0,0,0,1,5537.227740434247,153,1
9,283.3648229646351,0,0.0,39,1100.156729107259,0.0,0.01086392857610174,28.299697107647837,0,11,2,2,3,2,0,0,0,1,1383.5215520718941,49,1
2,43.94903210775043,2,12.369565840409411,108,5456.662169322268,0.003483327202558963,0.013904933605003476,3.0589311114018103,0,11,2,2,1,3,0,0,0,1,5512.980767270427,112,1
1,160.84734682653365,0,0.0,17,707.4716650217915,0.003601208710643447,0.012629018915961325,16.717943489244515,0,11,3,2,3,2,1,0,0,1,868.3190118483252,19,1
5,216.17057995084184,3,343.3227042157912,37,2079.327285916196,0.009568496205827053,0.034157211442295936,14.955759706799558,0,3,1,1,1,2,0,0,0,1,2638.8205700828294,46,1
0,0.0,1,124.15590749556065,117,4661.504003297298,0.0007996192899769945,0.014442918731135512,0.0,0,11,2,2,1,2,0,0,0,1,4785.659910792859,118,1
5,130.69799175231944,0,0.0,15,768.5142010856479,0.0,0.0006993223527025135,78.2668034788449,0,12,2,2,4,2,0,0,0,1,899.2121928379673,20,1
5,261.7748723368238,1,406.8213413435632,22,1278.9942975852043,0.0035839870696159747,0.010882594429569183,78.32080966905293,0,11,3,2,1,2,0,0,0,1,1947.5905112655914,30,1
2,66.45368393538726,0,0.0,16,771.5191675414719,0.0012044733999656543,0.0432795203632856,2.340062966187273,0,11,2,2,1,2,0,0,0,1,837.9728514768592,19,1
0,0.0,0,0.0,8,332.61112290124186,0.03538642216851355,0.060386422168513545,53.48083265486264,0,5,2,2,4,1,0,0,0,1,332.61112290124186,8,1
3,85.5426499340788,2,544.5314829538788,37,2309.0787195165863,0.0,0.004880695933252009,15.595740303787785,0,12,2,2,1,2,0,0,0,1,2939.152852404544,43,1
0,14.93185887054752,0,10.579497984361225,15,489.3911386003125,0.0,0.018495825023523656,60.39726721313593,0,3,2,2,3,2,0,0,0,1,514.9024954552214,16,1
0,0.0,0,0.0,1,28.291847039866553,0.0,0.0020678921002804627,57.87526127276057,0,10,2,2,8,4,0,0,0,1,28.291847039866553,1,1
0,0.0,0,0.0,10,281.26174193601065,0.0,0.01696038872403944,52.62768548650891,0,5,3,2,4,1,0,0,0,1,281.26174193601065,11,1
2,51.7648291357989,1,3.541521580236909,19,683.6241446518601,0.0,0.014082861639104648,59.97823704875945,0,5,2,2,3,2,0,0,0,1,738.9304953678959,22,1
7,569.453709787778,0,122.02401023434967,45,2727.7395033627004,0.0,0.009287500919833599,28.025239584735772,0,11,2,2,1,2,0,0,0,1,3419.2172233848282,54,1
2,65.10119652609275,0,0.0,8,291.69770897218405,0.0,0.026495377361129842,7.774071765831483,0,11,2,2,1,2,0,0,0,1,356.7989054982768,10,1
3,70.0918945779666,1,139.95424831803282,58,3022.199876291555,7.379053495534457e-06,0.009607400683233215,0.02111157967494215,0,11,1,2,1,2,0,0,0,1,3232.2460191875543,62,1
0,0.0,0,0.0,7,463.737378864668,0.0,0.028571429,34.744343107957775,0,12,1,1,2,2,0,1,0,0,463.737378864668,7,1
10,660.9185886001318,1,65.890829412637,61,2681.1307746921602,0.006058259729295362,0.02127571353239669,0.0,0,11,2,2,1,4,0,0,0,1,3407.9401927049284,73,1
0,4.407745835179133,0,0.0,30,1193.701176247658,0.006478873985440113,0.011312701564560995,5.660895945271406,0,11,2,2,2,2,0,0,0,1,1198.1089220828371,30,1
0,0.46058471358080455,2,31.85473757777276,24,661.8694487054921,0.01490053972711158,0.02327936213542331,28.79625800321756,0,5,1,1,6,4,0,0,0,1,694.1847709968456,26,1
0,0.0,0,0.0,38,906.810498411432,0.0008540955793914168,0.00847553246336439,21.94100878663018,0,5,2,2,1,2,0,0,0,1,906.810498411432,38,1
1,7.456308221073487,1,8.777615167179722,16,2252.4358399025514,0.0,0.020035298974164874,0.0,0,11,2,2,1,1,0,0,0,1,2268.6697632908044,18,1
0,18.00826013125512,0,24.979199536902264,79,3318.730616491349,0.015636826568506842,0.03260680908484179,0.0,0,11,2,2,1,2,0,0,0,1,3361.7180761595064,81,1
1,51.820175398719215,0,42.550022604015595,86,3347.6330781686274,0.010424048632269676,0.021116512793339676,1.4046048085494962,0,11,2,2,3,1,0,0,0,1,3442.003276171362,89,1
1,4.7681336837244945,0,0.0,23,886.1419196560043,0.0,0.027283367638605557,24.930936234159688,0,5,2,2,3,3,0,0,0,1,890.9100533397288,24,1
2,30.126727743358884,0,3.2411673440392303,38,1311.0400926590823,0.01713249907072145,0.03528480288759906,0.0,0,11,3,2,1,2,0,0,0,1,1344.4079877464806,41,1
1,36.731921373365154,0,0.0,12,376.3518183828773,0.0022274280172410467,0.04006338214164677,42.20821120193249,0,11,2,2,3,3,0,0,0,1,413.0837397562425,14,1
0,14.24015851513898,0,0.0,15,661.517031120091,0.0,0.007236833277298904,62.32059243838694,0,5,2,2,4,2,0,1,0,0,675.75718963523,16,1
0,29.390748527481332,0,3.272282591632859,32,1469.7467428542548,0.0,0.011686970809747503,1.3141486887997544,0,11,2,2,1,2,0,0,0,1,1502.4097739733688,33,1
8,188.49161323045854,2,74.44582806178954,93,3918.2144200366183,0.005213308216198774,0.012167170944570975,42.82788622094387,0,11,2,2,3,2,0,0,0,1,4181.151861328866,104,1
10,294.7689853809056,0,0.2726044268471357,28,782.4942916721227,0.0,0.002255542996527145,33.40185279716644,0,5,2,2,3,1,0,0,0,1,1077.5358814798753,38,1
0,0.0,0,0.0,55,2626.1629473752823,0.01786458321266085,0.02145812204601638,8.060562848025596,0,11,2,2,1,3,0,0,0,1,2626.1629473752823,55,1
7,955.4583975805107,0,0.0,25,2037.8951645575546,0.0022721034785563917,0.014313671845412592,56.23134364017318,0,11,1,2,3,8,0,0,0,1,2993.353562138065,32,1
0,0.0,0,0.0,80,2682.218139945741,0.0034899482671118037,0.019027436496788647,0.0,0,11,2,2,1,13,0,0,0,1,2682.218139945741,80,1
6,153.78145320431855,1,54.974113181302144,62,1691.950873627862,0.0020013288525030453,0.015214024488729999,3.315109390481873,0,3,2,2,1,2,0,0,0,1,1900.7064400134827,70,1
3,49.199841758880645,0,0.0,126,5505.117788626355,0.004632251482471319,0.016102105966451258,11.289717020220369,0,11,2,2,1,1,0,0,0,1,5554.317630385236,130,1
10,178.4589770480907,3,80.47790387248821,332,12091.95571146877,0.0006253428990504458,0.013963848456034886,0.044381139842314024,0,11,2,2,1,2,0,0,0,1,12350.89259238935,347,1
1,12.399098879784052,0,0.0,53,2020.9928253870096,0.0037494831650255753,0.0340011851214476,7.120192426546169,0,11,2,2,1,3,0,0,0,1,2033.3919242667937,54,1
1,35.64450711516013,1,6.082575494377219,39,1554.0770461651814,0.0,0.003855550109828145,10.395774770448,0,5,2,2,1,1,0,0,0,1,1595.804128774719,42,1
6,343.2598988298574,0,0.0,22,711.112198317155,0.0,0.010707718718204726,68.54899664923809,0,5,4,2,5,1,1,0,0,1,1054.3720971470125,28,1
6,90.51518679513427,0,0.0,19,2091.103945745455,0.0,0.01118059687530822,19.808634769410695,0,11,2,2,1,3,0,0,0,1,2181.6191325405894,25,1
0,0.0,0,0.0,28,747.315078063447,0.0013051933468411873,0.006439570398897568,11.351729063188046,0,12,2,2,1,2,1,0,0,1,747.315078063447,28,1
0,0.0,0,0.0,9,272.4937742016468,0.01882869389430932,0.05020985007101329,1.297455264926713,0,11,1,1,1,2,0,0,0,1,272.4937742016468,9,1
5,110.3656596003171,0,0.0,22,441.0694059218247,0.006446686081706083,0.020738097376900515,26.20120141596668,0,3,1,1,3,2,0,0,0,1,551.4350655221417,27,1
